ncm,capitulo,marca_aec,res_1_2022_agosto,res_26_2022_octubre,entrada,salida
8471.60.59,84,BIT,no,si,2022-10-04,2023-12-27
8471.60.61,84,BIT,no,si,2022-10-04,2023-12-27
8471.60.62,84,BIT,no,si,2022-10-04,2023-12-27
8471.60.80,84,BIT,no,si,2022-10-04,2023-12-27
8471.60.90,84,BIT,no,si,2022-10-04,2023-12-27
8471.70.11,84,BIT,no,si,2022-10-04,2023-12-27
8471.70.12,84,BIT,no,si,2022-10-04,2023-12-27
8471.70.19,84,BIT,no,si,2022-10-04,2023-12-27
8471.70.21,84,BIT,no,si,2022-10-04,2023-12-27
8471.70.29,84,BIT,no,si,2022-10-04,2023-12-27
8471.70.32,84,BIT,no,si,2022-10-04,2023-12-27
8471.70.33,84,BIT,no,si,2022-10-04,2023-12-27
8471.70.39,84,BIT,no,si,2022-10-04,2023-12-27
8471.70.90,84,BIT,no,si,2022-10-04,2023-12-27
8471.80.00,84,BIT,si,si,2022-08-25,2023-12-27
8471.90.11,84,BIT,no,si,2022-10-04,2023-12-27
8471.90.12,84,BIT,no,si,2022-10-04,2023-12-27
8471.90.13,84,BIT,no,si,2022-10-04,2023-12-27
8471.90.14,84,BIT,no,si,2022-10-04,2023-12-27
8471.90.19,84,BIT,no,si,2022-10-04,2023-12-27
8471.90.90,84,BIT,no,si,2022-10-04,2023-12-27
8472.10.00,84,BK,no,si,2022-10-04,2023-12-27
8472.30.10,84,BIT,no,si,2022-10-04,2023-12-27
8472.30.20,84,BIT,no,si,2022-10-04,2023-12-27
8472.30.30,84,BIT,no,si,2022-10-04,2023-12-27
8472.30.90,84,BK,no,si,2022-10-04,2023-12-27
8472.90.10,84,BIT,si,si,2022-08-25,2023-12-27
8472.90.21,84,BIT,no,si,2022-10-04,2023-12-27
8472.90.29,84,BIT,no,si,2022-10-04,2023-12-27
8472.90.30,84,BK,no,si,2022-10-04,2023-12-27
8472.90.40,84,,no,si,2022-10-04,2023-12-27
8472.90.51,84,BIT,no,si,2022-10-04,2023-12-27
8472.90.59,84,BIT,no,si,2022-10-04,2023-12-27
8472.90.91,84,BK,no,si,2022-10-04,2023-12-27
8472.90.99,84,BK,no,si,2022-10-04,2023-12-27
8473.21.00,84,,no,si,2022-10-04,2023-12-27
8473.29.10,84,BIT,no,si,2022-10-04,2023-12-27
8473.29.20,84,,no,si,2022-10-04,2023-12-27
8473.29.90,84,BIT,no,si,2022-10-04,2023-12-27
8473.30.11,84,BIT,no,si,2022-10-04,2023-12-27
8473.30.19,84,BIT,no,si,2022-10-04,2023-12-27
8473.30.31,84,BIT,no,si,2022-10-04,2023-12-27
8473.30.32,84,BIT,no,si,2022-10-04,2023-12-27
8473.30.33,84,BIT,no,si,2022-10-04,2023-12-27
8473.30.34,84,BIT,no,si,2022-10-04,2023-12-27
8473.30.39,84,BIT,no,si,2022-10-04,2023-12-27
8473.30.41,84,BIT,no,si,2022-10-04,2023-12-27
8473.30.42,84,BIT,si,si,2022-08-25,2023-12-27
8473.30.43,84,BIT,no,si,2022-10-04,2023-12-27
8473.30.49,84,BIT,no,si,2022-10-04,2023-12-27
8473.30.92,84,BIT,no,si,2022-10-04,2023-12-27
8473.30.99,84,BIT,no,si,2022-10-04,2023-12-27
8473.40.10,84,BIT,no,si,2022-10-04,2023-12-27
8473.40.70,84,BIT,no,si,2022-10-04,2023-12-27
8473.40.90,84,BIT,no,si,2022-10-04,2023-12-27
8473.50.10,84,BIT,no,si,2022-10-04,2023-12-27
8473.50.40,84,BIT,no,si,2022-10-04,2023-12-27
8473.50.50,84,BIT,no,si,2022-10-04,2023-12-27
8473.50.90,84,BIT,no,si,2022-10-04,2023-12-27
8474.10.00,84,BK,si,si,2022-08-25,2023-12-27
8474.20.10,84,BK,no,si,2022-10-04,2023-12-27
8474.20.90,84,BK,no,si,2022-10-04,2023-12-27
8474.31.00,84,BK,no,si,2022-10-04,2023-12-27
8474.32.00,84,BK,no,si,2022-10-04,2023-12-27
8474.39.00,84,BK,no,si,2022-10-04,2023-12-27
8474.80.10,84,BK,no,si,2022-10-04,2023-12-27
8474.80.90,84,BK,no,si,2022-10-04,2023-12-27
8474.90.00,84,BK,si,si,2022-08-25,2023-12-27
8475.10.00,84,BK,no,si,2022-10-04,2023-12-27
8475.21.00,84,BK,no,si,2022-10-04,2023-12-27
8475.29.10,84,BK,no,si,2022-10-04,2023-12-27
8475.29.90,84,BK,no,si,2022-10-04,2023-12-27
8475.90.00,84,BK,no,si,2022-10-04,2023-12-27
8476.21.00,84,BK,no,si,2022-10-04,2023-12-27
8476.29.00,84,BK,no,si,2022-10-04,2023-12-27
8476.81.00,84,BK,no,si,2022-10-04,2023-12-27
8476.89.10,84,BK,no,si,2022-10-04,2023-12-27
8476.89.90,84,BK,no,si,2022-10-04,2023-12-27
8476.90.00,84,BK,no,si,2022-10-04,2023-12-27
8477.10.11,84,BK,no,si,2022-10-04,2023-12-27
8477.10.19,84,BK,no,si,2022-10-04,2023-12-27
8477.10.21,84,BK,no,si,2022-10-04,2023-12-27
8477.10.29,84,BK,no,si,2022-10-04,2023-12-27
8477.10.91,84,BK,no,si,2022-10-04,2023-12-27
8477.10.99,84,BK,no,si,2022-10-04,2023-12-27
8477.20.10,84,BK,no,si,2022-10-04,2023-12-27
8477.20.90,84,BK,no,si,2022-10-04,2023-12-27
8477.30.10,84,BK,no,si,2022-10-04,2023-12-27
8477.30.90,84,BK,no,si,2022-10-04,2023-12-27
8477.40.10,84,BK,no,si,2022-10-04,2023-12-27
8477.40.90,84,BK,no,si,2022-10-04,2023-12-27
8477.51.00,84,BK,no,si,2022-10-04,2023-12-27
8477.59.11,84,BK,no,si,2022-10-04,2023-12-27
8477.59.19,84,BK,no,si,2022-10-04,2023-12-27
8477.59.90,84,BK,no,si,2022-10-04,2023-12-27
8477.80.10,84,BK,no,si,2022-10-04,2023-12-27
8477.80.90,84,BK,no,si,2022-10-04,2023-12-27
8477.90.00,84,BK,no,si,2022-10-04,2023-12-27
8478.10.10,84,BK,no,si,2022-10-04,2023-12-27
8478.10.90,84,BK,no,si,2022-10-04,2023-12-27
8478.90.00,84,BK,no,si,2022-10-04,2023-12-27
8479.10.10,84,BK,no,si,2022-10-04,2023-12-27
8479.10.90,84,BK,no,si,2022-10-04,2023-12-27
8479.20.00,84,BK,no,si,2022-10-04,2023-12-27
8479.30.00,84,BK,no,si,2022-10-04,2023-12-27
8479.40.00,84,BK,no,si,2022-10-04,2023-12-27
8479.50.00,84,BK,no,si,2022-10-04,2023-12-27
8479.60.00,84,BK,no,si,2022-10-04,2023-12-27
8479.71.00,84,BK,no,si,2022-10-04,2023-12-27
8479.79.00,84,BK,no,si,2022-10-04,2023-12-27
8479.81.10,84,BK,no,si,2022-10-04,2023-12-27
8479.81.90,84,BK,no,si,2022-10-04,2023-12-27
8479.82.10,84,BK,si,si,2022-08-25,2023-12-27
8479.82.90,84,BK,si,si,2022-08-25,2023-12-27
8479.89.11,84,BK,no,si,2022-10-04,2023-12-27
8479.89.12,84,BK,si,si,2022-08-25,2023-12-27
8479.89.21,84,BK,no,si,2022-10-04,2023-12-27
8479.89.22,84,BK,no,si,2022-10-04,2023-12-27
8479.89.31,84,,no,si,2022-10-04,2023-12-27
8479.89.32,84,,no,si,2022-10-04,2023-12-27
8479.89.40,84,BK,si,si,2022-08-25,2023-12-27
8479.89.91,84,BK,no,si,2022-10-04,2023-12-27
8479.89.92,84,BK,no,si,2022-10-04,2023-12-27
8479.89.99,84,BK,si,si,2022-08-25,2023-12-27
8479.90.10,84,,no,si,2022-10-04,2023-12-27
8479.90.90,84,BK,no,si,2022-10-04,2023-12-27
8480.10.00,84,BK,no,si,2022-10-04,2023-12-27
8480.20.00,84,BK,no,si,2022-10-04,2023-12-27
8480.30.00,84,BK,no,si,2022-10-04,2023-12-27
8480.41.00,84,BK,no,si,2022-10-04,2023-12-27
8480.49.10,84,BK,no,si,2022-10-04,2023-12-27
8480.49.90,84,BK,no,si,2022-10-04,2023-12-27
8480.50.00,84,BK,si,si,2022-08-25,2023-12-27
8480.60.00,84,BK,no,si,2022-10-04,2023-12-27
8480.71.00,84,BK,no,si,2022-10-04,2023-12-27
8480.79.10,84,,no,si,2022-10-04,2023-12-27
8480.79.90,84,,no,si,2022-10-04,2023-12-27
8481.10.00,84,BK,si,si,2022-08-25,2023-12-27
8481.20.11,84,,no,si,2022-10-04,2023-12-27
8481.20.19,84,,no,si,2022-10-04,2023-12-27
8481.20.90,84,BK,si,si,2022-08-25,2023-12-27
8481.30.00,84,BK,si,si,2022-08-25,2023-12-27
8481.40.00,84,BK,no,si,2022-10-04,2023-12-27
8481.80.11,84,,no,si,2022-10-04,2023-12-27
8481.80.19,84,,si,si,2022-08-25,2023-12-27
8481.80.21,84,BK,no,si,2022-10-04,2023-12-27
8481.80.29,84,BK,no,si,2022-10-04,2023-12-27
8481.80.31,84,,si,si,2022-08-25,2023-12-27
8481.80.39,84,BK,si,si,2022-08-25,2023-12-27
8481.80.91,84,,no,si,2022-10-04,2023-12-27
8481.80.92,84,BK,si,si,2022-08-25,2023-12-27
8481.80.93,84,BK,si,si,2022-08-25,2023-12-27
8481.80.94,84,BK,si,si,2022-08-25,2023-12-27
8481.80.95,84,BK,si,si,2022-08-25,2023-12-27
8481.80.96,84,BK,si,si,2022-08-25,2023-12-27
8481.80.97,84,BK,si,si,2022-08-25,2023-12-27
8481.80.99,84,BK,si,si,2022-08-25,2023-12-27
8481.90.10,84,,si,si,2022-08-25,2023-12-27
8481.90.90,84,BK,si,si,2022-08-25,2023-12-27
8482.10.10,84,,si,si,2022-08-25,2023-12-27
8482.10.90,84,,no,si,2022-10-04,2023-12-27
8482.20.10,84,,si,si,2022-08-25,2023-12-27
8482.20.90,84,,no,si,2022-10-04,2023-12-27
8482.30.00,84,,no,si,2022-10-04,2023-12-27
8482.40.00,84,,no,si,2022-10-04,2023-12-27
8482.50.10,84,,no,si,2022-10-04,2023-12-27
8482.50.90,84,,no,si,2022-10-04,2023-12-27
8482.80.00,84,,no,si,2022-10-04,2023-12-27
8482.91.11,84,,no,si,2022-10-04,2023-12-27
8482.91.19,84,,no,si,2022-10-04,2023-12-27
8482.91.20,84,,no,si,2022-10-04,2023-12-27
8482.91.30,84,,no,si,2022-10-04,2023-12-27
8482.91.90,84,,no,si,2022-10-04,2023-12-27
8482.99.10,84,,no,si,2022-10-04,2023-12-27
8482.99.90,84,,no,si,2022-10-04,2023-12-27
8483.10.11,84,,no,si,2022-10-04,2023-12-27
8483.10.19,84,,no,si,2022-10-04,2023-12-27
8483.10.20,84,,no,si,2022-10-04,2023-12-27
8483.10.30,84,,no,si,2022-10-04,2023-12-27
8483.10.40,84,,no,si,2022-10-04,2023-12-27
8483.10.50,84,BK,no,si,2022-10-04,2023-12-27
8483.10.90,84,,no,si,2022-10-04,2023-12-27
8483.20.00,84,,no,si,2022-10-04,2023-12-27
8483.30.10,84,,no,si,2022-10-04,2023-12-27
8483.30.21,84,,si,si,2022-08-25,2023-12-27
8483.30.29,84,,si,si,2022-08-25,2023-12-27
8483.30.90,84,,no,si,2022-10-04,2023-12-27
8483.40.10,84,BK,si,si,2022-08-25,2023-12-27
8483.40.90,84,BK,si,si,2022-08-25,2023-12-27
8483.50.10,84,,no,si,2022-10-04,2023-12-27
8483.50.90,84,,si,si,2022-08-25,2023-12-27
8483.60.11,84,BK,no,si,2022-10-04,2023-12-27
8483.60.19,84,BK,no,si,2022-10-04,2023-12-27
8483.60.90,84,BK,no,si,2022-10-04,2023-12-27
8483.90.00,84,BK,si,si,2022-08-25,2023-12-27
8484.10.00,84,,si,si,2022-08-25,2023-12-27
8484.20.00,84,BK,si,si,2022-08-25,2023-12-27
8484.90.00,84,,si,si,2022-08-25,2023-12-27
8486.10.00,84,BK,no,si,2022-10-04,2023-12-27
8486.20.00,84,BK,no,si,2022-10-04,2023-12-27
8486.30.00,84,BK,no,si,2022-10-04,2023-12-27
8486.40.00,84,BK,no,si,2022-10-04,2023-12-27
8486.90.00,84,BK,no,si,2022-10-04,2023-12-27
8487.10.00,84,BK,no,si,2022-10-04,2023-12-27
8487.90.00,84,BK,si,si,2022-08-25,2023-12-27
8501.10.11,85,BIT,no,si,2022-10-04,2023-12-27
8501.10.19,85,,no,si,2022-10-04,2023-12-27
8501.10.21,85,,no,si,2022-10-04,2023-12-27
8501.10.29,85,,si,si,2022-08-25,2023-12-27
8501.10.30,85,,si,si,2022-08-25,2023-12-27
8501.20.00,85,,si,si,2022-08-25,2023-12-27
8501.31.10,85,,no,si,2022-10-04,2023-12-27
8501.31.20,85,,no,si,2022-10-04,2023-12-27
8501.32.10,85,,si,si,2022-08-25,2023-12-27
8501.32.20,85,,si,si,2022-08-25,2023-12-27
8501.33.10,85,BK,si,si,2022-08-25,2023-12-27
8501.33.20,85,BK,no,si,2022-10-04,2023-12-27
8501.34.11,85,BK,si,si,2022-08-25,2023-12-27
8501.34.19,85,BK,no,si,2022-10-04,2023-12-27
8501.34.20,85,BK,no,si,2022-10-04,2023-12-27
8501.40.11,85,,no,si,2022-10-04,2023-12-27
8501.40.19,85,,si,si,2022-08-25,2023-12-27
8501.40.21,85,BK,no,si,2022-10-04,2023-12-27
8501.40.29,85,BK,no,si,2022-10-04,2023-12-27
8501.51.10,85,BK,no,si,2022-10-04,2023-12-27
8501.51.20,85,BK,no,si,2022-10-04,2023-12-27
8501.51.90,85,BK,no,si,2022-10-04,2023-12-27
8501.52.10,85,BK,no,si,2022-10-04,2023-12-27
8501.52.20,85,BK,no,si,2022-10-04,2023-12-27
8501.52.90,85,BK,no,si,2022-10-04,2023-12-27
8501.53.10,85,BK,no,si,2022-10-04,2023-12-27
8501.53.20,85,BK,no,si,2022-10-04,2023-12-27
8501.53.30,85,BK,no,si,2022-10-04,2023-12-27
8501.53.90,85,BK,no,si,2022-10-04,2023-12-27
8501.61.00,85,BK,no,si,2022-10-04,2023-12-27
8501.62.00,85,BK,no,si,2022-10-04,2023-12-27
8501.63.00,85,BK,no,si,2022-10-04,2023-12-27
8501.64.00,85,BK,no,si,2022-10-04,2023-12-27
8502.11.10,85,BK,si,si,2022-08-25,2023-12-27
8502.11.90,85,BK,si,si,2022-08-25,2023-12-27
8502.12.10,85,BK,si,si,2022-08-25,2023-12-27
8502.12.90,85,BK,si,si,2022-08-25,2023-12-27
8502.13.11,85,BK,si,si,2022-08-25,2023-12-27
8502.13.19,85,BK,si,si,2022-08-25,2023-12-27
8502.13.90,85,BK,si,si,2022-08-25,2023-12-27
8502.20.11,85,BK,si,si,2022-08-25,2023-12-27
8502.20.19,85,BK,si,si,2022-08-25,2023-12-27
8502.20.90,85,BK,no,si,2022-10-04,2023-12-27
8502.31.00,85,BK,si,si,2022-08-25,2023-12-27
8502.39.00,85,BK,si,si,2022-08-25,2023-12-27
8502.40.10,85,BK,no,si,2022-10-04,2023-12-27
8502.40.90,85,BK,no,si,2022-10-04,2023-12-27
8503.00.10,85,,no,si,2022-10-04,2023-12-27
8503.00.90,85,BK,no,si,2022-10-04,2023-12-27
8504.10.00,85,,no,si,2022-10-04,2023-12-27
8504.21.00,85,BK,si,si,2022-08-25,2023-12-27
8504.22.00,85,BK,si,si,2022-08-25,2023-12-27
8504.23.00,85,BK,si,si,2022-08-25,2023-12-27
8504.31.11,85,,no,si,2022-10-04,2023-12-27
8504.31.19,85,,no,si,2022-10-04,2023-12-27
8504.31.91,85,BIT,no,si,2022-10-04,2023-12-27
8504.31.92,85,,no,si,2022-10-04,2023-12-27
8504.31.99,85,,no,si,2022-10-04,2023-12-27
8504.32.11,85,,no,si,2022-10-04,2023-12-27
8504.32.19,85,,no,si,2022-10-04,2023-12-27
8504.32.21,85,,no,si,2022-10-04,2023-12-27
8504.32.29,85,,no,si,2022-10-04,2023-12-27
8504.33.00,85,BK,si,si,2022-08-25,2023-12-27
8504.34.00,85,BK,si,si,2022-08-25,2023-12-27
8504.40.10,85,,si,si,2022-08-25,2023-12-27
8504.40.21,85,,no,si,2022-10-04,2023-12-27
8504.40.22,85,,no,si,2022-10-04,2023-12-27
8504.40.29,85,,no,si,2022-10-04,2023-12-27
8504.40.30,85,BK,no,si,2022-10-04,2023-12-27
8504.40.40,85,BIT,no,si,2022-10-04,2023-12-27
8504.40.50,85,BK,no,si,2022-10-04,2023-12-27
8504.40.60,85,,no,si,2022-10-04,2023-12-27
8504.40.90,85,BK,no,si,2022-10-04,2023-12-27
8504.50.00,85,,no,si,2022-10-04,2023-12-27
8504.90.10,85,,no,si,2022-10-04,2023-12-27
8504.90.20,85,,no,si,2022-10-04,2023-12-27
8504.90.30,85,BK,no,si,2022-10-04,2023-12-27
8504.90.40,85,BK,no,si,2022-10-04,2023-12-27
8504.90.90,85,,no,si,2022-10-04,2023-12-27
8505.11.00,85,,no,si,2022-10-04,2023-12-27
8505.19.10,85,,no,si,2022-10-04,2023-12-27
8505.19.90,85,,no,si,2022-10-04,2023-12-27
8505.20.10,85,BK,no,si,2022-10-04,2023-12-27
8505.20.90,85,BK,no,si,2022-10-04,2023-12-27
8505.90.10,85,,no,si,2022-10-04,2023-12-27
8505.90.80,85,BK,no,si,2022-10-04,2023-12-27
8505.90.90,85,BK,no,si,2022-10-04,2023-12-27
8506.10.10,85,,si,si,2022-08-25,2023-12-27
8506.10.20,85,,no,si,2022-10-04,2023-12-27
8506.10.31,85,,no,si,2022-10-04,2023-12-27
8506.10.39,85,,no,si,2022-10-04,2023-12-27
8506.30.10,85,,no,si,2022-10-04,2023-12-27
8506.30.90,85,,no,si,2022-10-04,2023-12-27
8506.40.10,85,,no,si,2022-10-04,2023-12-27
8506.40.90,85,,no,si,2022-10-04,2023-12-27
8506.50.10,85,,no,si,2022-10-04,2023-12-27
8506.50.90,85,,no,si,2022-10-04,2023-12-27
8506.60.10,85,,no,si,2022-10-04,2023-12-27
8506.60.90,85,,no,si,2022-10-04,2023-12-27
8506.80.10,85,,no,si,2022-10-04,2023-12-27
8506.80.90,85,,no,si,2022-10-04,2023-12-27
8506.90.00,85,,no,si,2022-10-04,2023-12-27
8507.10.10,85,,no,si,2022-10-04,2023-12-27
8507.10.90,85,,si,si,2022-08-25,2023-12-27
8507.20.10,85,,si,si,2022-08-25,2023-12-27
8507.20.90,85,,no,si,2022-10-04,2023-12-27
8507.30.11,85,,no,si,2022-10-04,2023-12-27
8507.30.19,85,,no,si,2022-10-04,2023-12-27
8507.30.90,85,,no,si,2022-10-04,2023-12-27
8507.40.00,85,,no,si,2022-10-04,2023-12-27
8507.50.10,85,,no,si,2022-10-04,2023-12-27
8507.50.20,85,,no,si,2022-10-04,2023-12-27
8507.50.90,85,,no,si,2022-10-04,2023-12-27
8507.60.00,85,,no,si,2022-10-04,2023-12-27
8507.80.00,85,,no,si,2022-10-04,2023-12-27
8507.90.10,85,,no,si,2022-10-04,2023-12-27
8507.90.20,85,,no,si,2022-10-04,2023-12-27
8507.90.90,85,,no,si,2022-10-04,2023-12-27
8508.11.00,85,,si,si,2022-08-25,2023-12-27
8508.19.00,85,,si,si,2022-08-25,2023-12-27
8508.60.00,85,BK,si,si,2022-08-25,2023-12-27
8508.70.00,85,BK,no,si,2022-10-04,2023-12-27
8509.40.10,85,,si,si,2022-08-25,2023-12-27
8509.40.20,85,,si,si,2022-08-25,2023-12-27
8509.40.30,85,,no,si,2022-10-04,2023-12-27
8509.40.40,85,,si,si,2022-08-25,2023-12-27
8509.40.50,85,,si,si,2022-08-25,2023-12-27
8509.40.90,85,,si,si,2022-08-25,2023-12-27
8509.80.10,85,,no,si,2022-10-04,2023-12-27
8509.80.90,85,,no,si,2022-10-04,2023-12-27
8509.90.00,85,,no,si,2022-10-04,2023-12-27
8510.10.00,85,,no,si,2022-10-04,2023-12-27
8510.20.00,85,BK,si,si,2022-08-25,2023-12-27
8510.30.00,85,,no,si,2022-10-04,2023-12-27
8510.90.11,85,,no,si,2022-10-04,2023-12-27
8510.90.19,85,,no,si,2022-10-04,2023-12-27
8510.90.20,85,BK,no,si,2022-10-04,2023-12-27
8510.90.90,85,BK,no,si,2022-10-04,2023-12-27
8511.10.00,85,,no,si,2022-10-04,2023-12-27
8511.20.10,85,,no,si,2022-10-04,2023-12-27
8511.20.90,85,,no,si,2022-10-04,2023-12-27
8511.30.10,85,,no,si,2022-10-04,2023-12-27
8511.30.20,85,,si,si,2022-08-25,2023-12-27
8511.40.00,85,,si,si,2022-08-25,2023-12-27
8511.50.10,85,,si,si,2022-08-25,2023-12-27
8511.50.90,85,,no,si,2022-10-04,2023-12-27
8511.80.10,85,,si,si,2022-08-25,2023-12-27
8511.80.20,85,,no,si,2022-10-04,2023-12-27
8511.80.30,85,BIT,si,si,2022-08-25,2023-12-27
8511.80.90,85,,si,si,2022-08-25,2023-12-27
8511.90.00,85,,si,si,2022-08-25,2023-12-27
8512.10.00,85,,no,si,2022-10-04,2023-12-27
8512.20.11,85,,si,si,2022-08-25,2023-12-27
8512.20.19,85,,si,si,2022-08-25,2023-12-27
8512.20.21,85,,no,si,2022-10-04,2023-12-27
8512.20.22,85,,si,si,2022-08-25,2023-12-27
8512.20.23,85,,si,si,2022-08-25,2023-12-27
8512.20.29,85,,no,si,2022-10-04,2023-12-27
8512.30.00,85,,no,si,2022-10-04,2023-12-27
8512.40.10,85,,no,si,2022-10-04,2023-12-27
8512.40.20,85,,no,si,2022-10-04,2023-12-27
8512.90.00,85,,si,si,2022-08-25,2023-12-27
8513.10.10,85,,si,si,2022-08-25,2023-12-27
8513.10.90,85,,no,si,2022-10-04,2023-12-27
8513.90.00,85,,no,si,2022-10-04,2023-12-27
8514.10.10,85,BK,no,si,2022-10-04,2023-12-27
8514.10.90,85,BK,no,si,2022-10-04,2023-12-27
8514.20.11,85,BK,no,si,2022-10-04,2023-12-27
8514.20.19,85,BK,no,si,2022-10-04,2023-12-27
8514.20.20,85,BK,no,si,2022-10-04,2023-12-27
8514.30.11,85,BK,no,si,2022-10-04,2023-12-27
8514.30.19,85,BK,no,si,2022-10-04,2023-12-27
8514.30.21,85,BK,no,si,2022-10-04,2023-12-27
8514.30.29,85,BK,no,si,2022-10-04,2023-12-27
8514.30.90,85,BK,no,si,2022-10-04,2023-12-27
8514.40.00,85,BK,no,si,2022-10-04,2023-12-27
8514.90.00,85,BK,no,si,2022-10-04,2023-12-27
8515.11.00,85,BK,no,si,2022-10-04,2023-12-27
8515.19.00,85,BK,si,si,2022-08-25,2023-12-27
8515.21.00,85,BK,no,si,2022-10-04,2023-12-27
8515.29.00,85,BK,no,si,2022-10-04,2023-12-27
8515.31.10,85,BK,no,si,2022-10-04,2023-12-27
8515.31.90,85,BK,si,si,2022-08-25,2023-12-27
8515.39.00,85,BK,si,si,2022-08-25,2023-12-27
8515.80.10,85,BK,no,si,2022-10-04,2023-12-27
8515.80.90,85,BK,si,si,2022-08-25,2023-12-27
8515.90.00,85,BK,no,si,2022-10-04,2023-12-27
8516.10.00,85,,si,si,2022-08-25,2023-12-27
8516.21.00,85,,no,si,2022-10-04,2023-12-27
8516.29.00,85,,si,si,2022-08-25,2023-12-27
8516.31.00,85,,si,si,2022-08-25,2023-12-27
8516.32.00,85,,no,si,2022-10-04,2023-12-27
8516.33.00,85,,no,si,2022-10-04,2023-12-27
8516.40.00,85,,si,si,2022-08-25,2023-12-27
8516.50.00,85,,si,si,2022-08-25,2023-12-27
8516.60.00,85,,si,si,2022-08-25,2023-12-27
8516.71.00,85,,si,si,2022-08-25,2023-12-27
8516.72.00,85,,si,si,2022-08-25,2023-12-27
8516.79.10,85,,no,si,2022-10-04,2023-12-27
8516.79.20,85,,no,si,2022-10-04,2023-12-27
8516.79.90,85,,si,si,2022-08-25,2023-12-27
8516.80.10,85,,no,si,2022-10-04,2023-12-27
8516.80.90,85,,no,si,2022-10-04,2023-12-27
8516.90.00,85,,no,si,2022-10-04,2023-12-27
8517.11.00,85,,no,si,2022-10-04,2023-12-27
8517.12.11,85,BIT,no,si,2022-10-04,2023-12-27
8517.12.12,85,BIT,no,si,2022-10-04,2023-12-27
8517.12.13,85,BIT,no,si,2022-10-04,2023-12-27
8517.12.19,85,BIT,no,si,2022-10-04,2023-12-27
8517.12.21,85,BIT,no,si,2022-10-04,2023-12-27
8517.12.22,85,BIT,no,si,2022-10-04,2023-12-27
8517.12.23,85,BIT,no,si,2022-10-04,2023-12-27
8517.12.29,85,BIT,no,si,2022-10-04,2023-12-27
8517.12.31,85,BIT,si,si,2022-08-25,2023-12-27
8517.12.32,85,BIT,no,si,2022-10-04,2023-12-27
8517.12.33,85,BIT,no,si,2022-10-04,2023-12-27
8517.12.39,85,BIT,no,si,2022-10-04,2023-12-27
8517.12.41,85,BIT,no,si,2022-10-04,2023-12-27
8517.12.49,85,BIT,no,si,2022-10-04,2023-12-27
8517.12.90,85,BIT,no,si,2022-10-04,2023-12-27
8517.18.10,85,,no,si,2022-10-04,2023-12-27
8517.18.20,85,BIT,no,si,2022-10-04,2023-12-27
8517.18.91,85,,no,si,2022-10-04,2023-12-27
8517.18.99,85,,no,si,2022-10-04,2023-12-27
8517.61.11,85,BIT,no,si,2022-10-04,2023-12-27
8517.61.19,85,BIT,no,si,2022-10-04,2023-12-27
8517.61.20,85,BIT,no,si,2022-10-04,2023-12-27
8517.61.30,85,BIT,no,si,2022-10-04,2023-12-27
8517.61.41,85,BIT,no,si,2022-10-04,2023-12-27
8517.61.42,85,BIT,no,si,2022-10-04,2023-12-27
8517.61.43,85,BIT,no,si,2022-10-04,2023-12-27
8517.61.49,85,BIT,no,si,2022-10-04,2023-12-27
8517.61.91,85,BIT,no,si,2022-10-04,2023-12-27
8517.61.92,85,BIT,no,si,2022-10-04,2023-12-27
8517.61.99,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.11,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.12,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.13,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.14,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.19,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.21,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.22,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.23,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.24,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.29,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.31,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.32,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.33,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.39,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.41,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.48,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.49,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.51,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.52,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.53,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.54,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.55,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.59,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.61,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.62,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.64,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.65,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.71,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.72,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.77,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.78,85,BIT,no,si,2022-10-04,2023-12-27
8517.62.79,85,BIT,no,si,2022-10-04,2023-12-27
